customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer2.0,2025-06,lstm,cd_ipca,14511,,,
customer2.0,2025-07,lstm,cd_ipca,14699,,,
customer2.0,2025-08,lstm,cd_ipca,14820,,,
customer2.0,2025-09,lstm,cd_ipca,14807,,,
