customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer4.1,2025-06,lstm,cd_selic_ipca,5628,,,
customer4.1,2025-07,lstm,cd_selic_ipca,5464,,,
customer4.1,2025-08,lstm,cd_selic_ipca,5476,,,
customer4.1,2025-09,lstm,cd_selic_ipca,5602,,,
