customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer4.2,2025-06,lstm,cd_ipca,30805,,,
customer4.2,2025-07,lstm,cd_ipca,40686,,,
customer4.2,2025-08,lstm,cd_ipca,57266,,,
customer4.2,2025-09,lstm,cd_ipca,89249,,,
