customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer2.1,2025-06,hm,simple,6078,,,
customer2.1,2025-07,hm,simple,5770,,,
customer2.1,2025-08,hm,simple,5770,,,
customer2.1,2025-09,hm,simple,5770,,,
