customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer1.1,2025-06,rc,cd_po,7235,,,
customer1.1,2025-07,rc,cd_po,10737,,,
customer1.1,2025-08,rc,cd_po,13442,,,
customer1.1,2025-09,rc,cd_po,15549,,,
