customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer4.2,2025-06,rc,cd_po_selic_ipca,32106,,,
customer4.2,2025-07,rc,cd_po_selic_ipca,43202,,,
customer4.2,2025-08,rc,cd_po_selic_ipca,48582,,,
customer4.2,2025-09,rc,cd_po_selic_ipca,51764,,,
