customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer3.1,2025-06,rc,cd_po_ipca,12506,,,
customer3.1,2025-07,rc,cd_po_ipca,14481,,,
customer3.1,2025-08,rc,cd_po_ipca,15736,,,
customer3.1,2025-09,rc,cd_po_ipca,16211,,,
