customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer1.0,2025-06,lstm,cd_po,15806,,,
customer1.0,2025-07,lstm,cd_po,15503,,,
customer1.0,2025-08,lstm,cd_po,15196,,,
customer1.0,2025-09,lstm,cd_po,14965,,,
