customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer4.2,2025-06,lstm,cd_selic_ipca,15759,,,
customer4.2,2025-07,lstm,cd_selic_ipca,16457,,,
customer4.2,2025-08,lstm,cd_selic_ipca,17917,,,
customer4.2,2025-09,lstm,cd_selic_ipca,19681,,,
