customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer1.0,2025-06,rc,cd_selic_ipca,-2081,,,
customer1.0,2025-07,rc,cd_selic_ipca,22234,,,
customer1.0,2025-08,rc,cd_selic_ipca,16402,,,
customer1.0,2025-09,rc,cd_selic_ipca,16627,,,
