customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer3.1,2025-06,rc,cd_po_selic,15801,,,
customer3.1,2025-07,rc,cd_po_selic,16609,,,
customer3.1,2025-08,rc,cd_po_selic,16132,,,
customer3.1,2025-09,rc,cd_po_selic,16571,,,
