customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer3.0,2025-06,lstm,cd_po_selic,4714,,,
customer3.0,2025-07,lstm,cd_po_selic,4511,,,
customer3.0,2025-08,lstm,cd_po_selic,4272,,,
customer3.0,2025-09,lstm,cd_po_selic,4038,,,
