customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer3.1,2025-06,rc,cd_selic,6004,,,
customer3.1,2025-07,rc,cd_selic,7249,,,
customer3.1,2025-08,rc,cd_selic,7103,,,
customer3.1,2025-09,rc,cd_selic,9649,,,
