customer,date,model,input,forecast_ai,customer_demand,diff,forecast_deviation_abs
customer3.1,2025-06,lstm,cd,3845,,,
customer3.1,2025-07,lstm,cd,3887,,,
customer3.1,2025-08,lstm,cd,3906,,,
customer3.1,2025-09,lstm,cd,3925,,,
